Reset,left_occupied,left_angle,left_offset,left_size,left_width,left_length,left_has_pillar,right_occupied,right_angle,right_offset,right_size,right_width,right_length,right_has_pillar,goal_lane_index,goal_position_x,goal_position_y,goal_heading,controlled_x,controlled_y,controlled_width,controlled_length,step,done
Reset 125,0,0.0,0.0,0,0.0,0.0,0,1,-0.03845299461703089,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-4.388858227768054,0.0,2.0,5.0,21,True
Reset 126,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-8.635382343909948,0.0,2.0,5.0,24,True
Reset 127,1,0.021508211973794822,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.223373534881756,0.0,2.0,5.0,17,True
Reset 128,1,0.11627993279348958,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-6.116751853635914,0.0,2.0,5.0,16,True
Reset 129,1,-0.0637529578067868,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-9.987636855963256,0.0,2.0,5.0,26,True
Reset 130,0,0.0,0.0,0,0.0,0.0,0,1,0.04697938168813853,0.0,2,2.0,5.5,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-3.6223107409699873,0.0,2.0,5.0,17,True
Reset 131,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-4.317412232329886,0.0,2.0,5.0,24,True
Reset 132,0,0.0,0.0,0,0.0,0.0,0,1,-0.16387107993184147,0.0,0,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-3.2532732987480255,0.0,2.0,5.0,21,True
Reset 133,0,0.0,0.0,0,0.0,0.0,0,1,-0.045654396257493124,0.0,0,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-7.340728999742652,0.0,2.0,5.0,16,True
Reset 134,1,-0.13696243111767425,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-4.596084844792388,0.0,2.0,5.0,17,True
Reset 135,1,-0.018949812767365737,0.0,1,2.0,5.0,0,1,-0.1562598278856595,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-3.691538823563082,0.0,2.0,5.0,21,True
Reset 136,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-6.965514612725209,0.0,2.0,5.0,20,True
Reset 137,1,0.023240103328490802,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-8.074760730521238,0.0,2.0,5.0,21,True
Reset 138,1,0.106056888482571,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.60306927694914,0.0,2.0,5.0,19,True
Reset 139,0,0.0,0.0,0,0.0,0.0,0,1,0.04343267420882824,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-8.412416177443468,0.0,2.0,5.0,17,True
Reset 140,1,-0.15320403810948013,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.319149633695922,0.0,2.0,5.0,19,True
Reset 141,0,0.0,0.0,0,0.0,0.0,0,1,0.0459988707790151,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-7.768559292125251,0.0,2.0,5.0,16,True
Reset 142,0,0.0,0.0,0,0.0,0.0,0,1,-0.1417962923288567,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.060857610666315,0.0,2.0,5.0,18,True
Reset 143,0,0.0,0.0,0,0.0,0.0,0,1,-0.0817883251589504,0.0,0,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-9.241356510573945,0.0,2.0,5.0,23,True
Reset 144,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-9.256768399143404,0.0,2.0,5.0,19,True
Reset 145,1,0.13188854709306175,0.0,1,2.0,5.0,0,1,-0.08089874980275202,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-9.02148513080077,0.0,2.0,5.0,24,True
Reset 146,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-7.608398028572018,0.0,2.0,5.0,18,True
Reset 147,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.390896231533038,0.0,2.0,5.0,27,True
Reset 148,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.301966645741173,0.0,2.0,5.0,27,True
Reset 149,1,-0.15445651798111992,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.920320387517505,0.0,2.0,5.0,17,True
Reset 150,0,0.0,0.0,0,0.0,0.0,0,1,-0.001989804017012986,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.714990473253305,0.0,2.0,5.0,23,True
Reset 151,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.997042702394479,0.0,2.0,5.0,16,True
Reset 152,1,-0.1381822425197723,0.0,1,2.0,5.0,0,1,0.05496556673934583,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-7.71084348892892,0.0,2.0,5.0,22,True
Reset 153,1,0.05093436885893854,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.41283562183826,0.0,2.0,5.0,16,True
Reset 154,1,-0.046472980616261816,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-6.338293243511322,0.0,2.0,5.0,20,True
Reset 155,1,0.08052055238213751,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-2.908455479419305,0.0,2.0,5.0,23,True
Reset 156,0,0.0,0.0,0,0.0,0.0,0,1,-0.041269000472733186,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-7.211273090317008,0.0,2.0,5.0,23,True
Reset 157,0,0.0,0.0,0,0.0,0.0,0,1,-0.16581584857585674,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-8.988098711947666,0.0,2.0,5.0,17,True
Reset 158,1,-0.14356036503609415,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-9.42073033733714,0.0,2.0,5.0,23,True
Reset 159,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.127452188929694,0.0,2.0,5.0,24,True
Reset 160,1,0.12938899135444015,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-7.005572073255706,0.0,2.0,5.0,20,True
Reset 161,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-8.870414248963659,0.0,2.0,5.0,19,True
Reset 162,1,0.04858210588763434,0.0,1,2.0,5.0,1,1,-0.04987832944090531,0.0,2,2.0,5.5,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-3.700853565805713,0.0,2.0,5.0,19,True
Reset 163,1,0.05522783273154919,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-4.257074784372243,0.0,2.0,5.0,24,True
Reset 164,0,0.0,0.0,0,0.0,0.0,1,1,-0.038343130116189617,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.60454710255275,0.0,2.0,5.0,27,True
Reset 165,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-2.4226619389596538,0.0,2.0,5.0,12,True
Reset 166,1,-0.1564741139083876,0.0,1,2.0,5.0,0,1,0.0020876659467665704,0.0,0,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-5.575365303679312,0.0,2.0,5.0,22,True
Reset 167,1,-0.013399619788152073,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-4.039003021193986,0.0,2.0,5.0,17,True
Reset 168,0,0.0,0.0,0,0.0,0.0,1,1,-0.13752304289010175,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-6.844062111480881,0.0,2.0,5.0,14,True
Reset 169,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-3.8688252737345454,0.0,2.0,5.0,13,True
Reset 170,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-2.5674189754188648,0.0,2.0,5.0,23,True
Reset 171,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-9.38825617177634,0.0,2.0,5.0,15,True
Reset 172,0,0.0,0.0,0,0.0,0.0,1,1,0.13687145343970286,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-3.5438377912694277,0.0,2.0,5.0,12,True
Reset 173,0,0.0,0.0,0,0.0,0.0,1,1,0.1661868740604988,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-5.00563600968251,0.0,2.0,5.0,20,True
Reset 174,1,0.08602775534129758,0.0,1,2.0,5.0,0,1,-0.0008962802706800055,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-7.0754157649119875,0.0,2.0,5.0,16,True
Reset 175,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-5.1782418452987145,0.0,2.0,5.0,24,True
Reset 176,1,-0.003457543500042126,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.077778036812552,0.0,2.0,5.0,24,True
Reset 177,1,-0.05109098452537819,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-3.0849980411389897,0.0,2.0,5.0,23,True
Reset 178,1,-0.12824975987938703,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-2.018033718774812,0.0,2.0,5.0,16,True
Reset 179,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-6.5550872661232,0.0,2.0,5.0,20,True
Reset 180,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-5.149452248698687,0.0,2.0,5.0,25,True
Reset 181,1,0.05770202392402135,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.788268091392263,0.0,2.0,5.0,22,True
Reset 182,0,0.0,0.0,0,0.0,0.0,0,1,0.16695752035245226,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-7.6092541646274565,0.0,2.0,5.0,16,True
Reset 183,1,0.15526010139692836,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.948522142932116,0.0,2.0,5.0,19,True
Reset 184,0,0.0,0.0,0,0.0,0.0,1,1,-0.04114457910982594,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.701641602838672,0.0,2.0,5.0,26,True
Reset 185,0,0.0,0.0,0,0.0,0.0,0,1,-0.10941273411080377,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-8.583010495756131,0.0,2.0,5.0,24,True
Reset 186,1,0.061530435285340745,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-5.465824450476316,0.0,2.0,5.0,22,True
Reset 187,1,-0.12394757425131564,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-9.424540752895204,0.0,2.0,5.0,22,True
Reset 188,0,0.0,0.0,0,0.0,0.0,1,1,0.15201373592393308,0.0,0,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-4.90427823060797,0.0,2.0,5.0,13,True
Reset 189,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-8.702161238045544,0.0,2.0,5.0,19,True
Reset 190,0,0.0,0.0,0,0.0,0.0,1,1,0.15154764737714155,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-4.777726863559374,0.0,2.0,5.0,24,True
Reset 191,0,0.0,0.0,0,0.0,0.0,1,1,-0.00436701875336265,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-3.224124411190699,0.0,2.0,5.0,19,True
Reset 192,1,-0.1059579333669809,0.0,0,2.0,5.0,0,1,0.018168328948942047,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.397233440661351,0.0,2.0,5.0,17,True
Reset 193,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.42625349910556,0.0,2.0,5.0,23,True
Reset 194,1,0.10021293324733471,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-2.128766228987698,0.0,2.0,5.0,16,True
Reset 195,1,0.05881535503700697,0.0,1,2.0,5.0,1,1,0.06900004552098671,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-8.914852994712021,0.0,2.0,5.0,21,True
Reset 196,1,-0.05592580070474029,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-7.836984281709501,0.0,2.0,5.0,23,True
Reset 197,1,0.1663683006242287,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-4.397068914469562,0.0,2.0,5.0,17,True
Reset 198,1,0.10980267591098669,0.0,1,2.0,5.0,0,1,0.10562866878769994,0.0,0,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-3.850859039490561,0.0,2.0,5.0,15,True
Reset 199,1,-0.017804571666157232,0.0,2,2.0,5.5,0,1,-0.0298237334259277,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.9875193167845735,0.0,2.0,5.0,16,True
Reset 200,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-2.183165931123348,0.0,2.0,5.0,16,True
Reset 201,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-8.775872278591628,0.0,2.0,5.0,26,True
Reset 202,1,0.17372643375555596,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-5.154103698662676,0.0,2.0,5.0,22,True
Reset 203,0,0.0,0.0,0,0.0,0.0,0,1,0.07364407996373146,0.0,2,2.0,5.5,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-9.727353760342051,0.0,2.0,5.0,24,True
Reset 204,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-8.516386908105423,0.0,2.0,5.0,19,True
Reset 205,0,0.0,0.0,0,0.0,0.0,0,1,-0.03006289606445245,0.0,0,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.103822469245793,0.0,2.0,5.0,19,True
Reset 206,1,0.14619967581953852,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-3.151085633703448,0.0,2.0,5.0,16,True
Reset 207,0,0.0,0.0,0,0.0,0.0,1,1,-0.0387857823221367,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.244154155154467,0.0,2.0,5.0,27,True
Reset 208,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-8.054897679366677,0.0,2.0,5.0,18,True
Reset 209,1,0.03540139627247951,0.0,1,2.0,5.0,0,1,-0.14957993771421862,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-3.1983571602024963,0.0,2.0,5.0,15,True
Reset 210,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-3.3827626786373646,0.0,2.0,5.0,24,True
Reset 211,1,0.13892044510684864,0.0,0,2.0,5.0,0,1,-0.020905069417940902,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-3.1476700145477334,0.0,2.0,5.0,17,True
Reset 212,1,0.15859580366427606,0.0,1,2.0,5.0,1,1,0.1508512675399747,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-2.355688878850171,0.0,2.0,5.0,19,True
Reset 213,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-4.923637405241769,0.0,2.0,5.0,13,True
Reset 214,0,0.0,0.0,0,0.0,0.0,1,1,0.15452645896749173,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-5.456147271591919,0.0,2.0,5.0,20,True
Reset 215,1,-0.08828117660656165,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-5.82894771558104,0.0,2.0,5.0,22,True
Reset 216,1,0.02384974417393093,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.665726729347181,0.0,2.0,5.0,18,True
Reset 217,1,0.09276008542634062,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-4.382532090438343,0.0,2.0,5.0,21,True
Reset 218,0,0.0,0.0,0,0.0,0.0,0,1,0.07927052015396274,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-9.492273041450883,0.0,2.0,5.0,23,True
Reset 219,1,0.12868285746922448,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-2.1548839971584846,0.0,2.0,5.0,19,True
Reset 220,1,-0.13364926777831343,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-3.9810009031220206,0.0,2.0,5.0,21,True
Reset 221,0,0.0,0.0,0,0.0,0.0,0,1,0.010597624548697393,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-2.382307187387254,0.0,2.0,5.0,16,True
Reset 222,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-6.506922083784695,0.0,2.0,5.0,18,True
Reset 223,0,0.0,0.0,0,0.0,0.0,0,1,-0.09832799124320424,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.6033772733784435,0.0,2.0,5.0,15,True
Reset 224,1,-0.09682172207681372,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-2.4890424272314764,0.0,2.0,5.0,14,True
Reset 225,1,-0.08802823594260367,0.0,0,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-2.74811551773578,0.0,2.0,5.0,19,True
Reset 226,1,0.05239184277243525,0.0,1,2.0,5.0,0,1,0.11765313953852852,0.0,0,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-9.363911325447049,0.0,2.0,5.0,24,True
Reset 227,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-3.619267482523572,0.0,2.0,5.0,21,True
Reset 228,0,0.0,0.0,0,0.0,0.0,0,1,-0.050842604657842516,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-5.393723403972938,0.0,2.0,5.0,17,True
Reset 229,1,-0.1468635079209919,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-9.120269331498513,0.0,2.0,5.0,24,True
Reset 230,1,-0.11632578910967273,0.0,1,2.0,5.0,0,1,0.01201635752566066,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-4.739090450839566,0.0,2.0,5.0,21,True
Reset 231,1,-0.12028155493070081,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-5.867777903028879,0.0,2.0,5.0,24,True
Reset 232,1,0.09265498261492877,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-6.776619442486584,0.0,2.0,5.0,18,True
Reset 233,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-2.9858704708018413,0.0,2.0,5.0,12,True
Reset 234,1,-0.14049542257420522,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.202241722786379,0.0,2.0,5.0,17,True
Reset 235,0,0.0,0.0,0,0.0,0.0,1,1,0.12864593636448451,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-2.8549053868468324,0.0,2.0,5.0,19,True
Reset 236,1,-0.032169198343545036,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.5609823370396,0.0,2.0,5.0,23,True
Reset 237,1,-0.013661857273124633,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-8.329459143988018,0.0,2.0,5.0,24,True
Reset 238,1,-0.024810259529923773,0.0,0,2.0,5.0,0,1,-0.10415039485779354,0.0,0,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-9.789910819555342,0.0,2.0,5.0,19,True
Reset 239,0,0.0,0.0,0,0.0,0.0,1,1,0.05494434970873119,0.0,0,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-8.842317043031636,0.0,2.0,5.0,21,True
Reset 240,1,0.15013315111295134,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-3.805393719181562,0.0,2.0,5.0,16,True
Reset 241,1,-0.13979448331514033,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-7.150583650699579,0.0,2.0,5.0,24,True
Reset 242,1,-0.1364222798633048,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-4.771560464547746,0.0,2.0,5.0,17,True
Reset 243,1,-0.04772918056753728,0.0,1,2.0,5.0,1,1,-0.047492010137660134,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-7.380878399039623,0.0,2.0,5.0,21,True
Reset 244,1,0.06759946369029346,0.0,0,2.0,5.0,1,1,-0.12048531644830551,0.0,2,2.0,5.5,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-3.4580559478328263,0.0,2.0,5.0,19,True
Reset 245,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-5.462725079975375,0.0,2.0,5.0,25,True
Reset 246,1,0.026380026616478203,0.0,1,2.0,5.0,0,1,-0.0014002565188884208,0.0,0,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-6.419428082239265,0.0,2.0,5.0,22,True
Reset 247,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-8.953520053189727,0.0,2.0,5.0,24,True
Reset 248,1,-0.1296556725641569,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-5.4386944132602135,0.0,2.0,5.0,24,True
Reset 249,1,0.07556569362123922,0.0,2,2.0,5.5,0,1,-0.11125368972661143,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.539967153254146,0.0,2.0,5.0,19,True
